par_1,par_2,par_3,par_4,par_5,par_6,par_7,par_8,eff_index
8.64396949097517,0.7565945691760739,0.45708579202247546,0.41993610387335,0.6622579991392974,2.2552083013962543,0.8133125601383597,0.9331140282823125,0.2814920029431408
2.5471904240666654,0.8604248358583207,0.9196123832358544,0.2713133704834664,0.8590556703481834,6.646828351537356,0.916308068128975,0.16050605231087878,0.5693834560402717
4.162265150703282,0.3367308525167919,0.9492477017350406,0.38287298407421144,0.21648962760948576,1.3018793675366958,0.5657244077336443,0.19694251609309843,0.3371696614519052
5.704964515277503,0.5480202927546691,0.8005073038772865,0.912909375374914,0.6363894201306038,0.9118420284190742,0.21464935882015113,0.7291047364751657,0.43671018479726875
7.60289613756456,0.950390087811335,0.4955424858270856,0.6084578488718034,0.18543080895528907,0.7246411439820877,0.1855399157132328,0.9550760851647144,0.46882786403335586
9.688456272893287,0.7205952604930805,0.7257546315090035,0.9735182219025005,0.4564895899791016,0.4101434817695504,0.8628999959223984,0.9720640111875898,0.6356285791364922
9.760502231326177,0.8010603727039382,0.5967264717391925,0.8904079751813647,0.09556858832795745,0.19038486734747728,0.8551363198810021,0.8436118959489538,0.4129269713880819
8.020289663418131,0.25326786795808554,0.3010059231693617,0.4338680766169316,0.43026135747397465,1.0233207172549097,0.6371498567292985,0.5595697080471884,0.17387782665101426
3.437409645828418,0.3998836585508516,0.46085802072584514,0.37028563379166646,0.06536698837914601,1.298332302949482,0.4951462059271491,0.13250770468993833,0.3640107803100442
8.108786021580062,0.3921907104886547,0.23022620799319493,0.7309298504461385,0.8694424649143746,1.5201488156038712,0.5592165974478006,0.9671296440592788,0.46382325720233286
8.794071403891172,0.7853621592500443,0.5451612006710753,0.9074027740447295,0.9526148620973978,4.530066630635963,0.8949929567791923,0.9963626828341863,0.18050193637579792
9.85246303504486,0.7913769594581791,0.9465298930716501,0.28185378564162344,0.37308887820703873,1.3749347791465334,0.8086688980309819,0.9155221111673298,0.6747339407805655
9.760170717914256,0.4427517437709554,0.9049372763099366,0.8372057741496074,0.21000139425801345,0.7165110347622061,0.6320711970779511,0.322478443033537,0.6652695740259134
9.706089660583949,0.9062023291359125,0.9998250125259633,0.5079688638971809,0.40815802097056353,2.4536342977945758,0.7707919058419301,0.6152040467309808,0.6546754401277779
9.582578441028017,0.7664982646500144,0.9147902280172489,0.28565876880577484,0.32057722629685087,1.7659013417850173,0.8281744812648096,0.9120952171679544,0.634634933551601
9.556294940115844,0.9662461074201101,0.8424003086370049,0.7295910995129075,0.5726222474211669,2.418688671302334,0.8160691843744261,0.9795014124325523,0.6549228518868799
9.952266348597144,0.7283630781918189,0.903807649591432,0.2863439503107789,0.7147346575767717,0.21120509387821151,0.7839327126400718,0.9103439890968714,0.6737890878380579
6.186283464521502,0.7155555914672354,0.82987111529565,0.2439433676511006,0.4138790549730122,2.309216376630377,0.5469386341143437,0.7110027859167302,0.8849975472885044
6.436638584865332,0.720237216353832,0.9125405635485793,0.26972401848312155,0.14755774187907367,3.3288442070654543,0.661085866653302,0.5538173529081897,0.8903071491379662
7.250009733170716,0.7826164375545427,0.497778586700628,0.16603038000313253,0.41094017365258395,2.7765908746710597,0.7181809231838923,0.861789361197301,0.5441304601756076
8.351742969501753,0.4130895711010639,0.9256549469183893,0.06535727856577456,0.6415077105889936,5.432413266653511,0.550094897345395,0.7885715039211704,0.5891229783822609
7.197862045191463,0.748639009720758,0.9127761689482072,0.26759718866850657,0.33008220634928387,3.4573164694690606,0.797340720241606,0.5784721276772431,0.7328804161257926
8.498719789516166,0.26302732008642926,0.8823740937935439,0.17939683591245914,0.1565678185494345,2.087335439560079,0.6043535786488151,0.6582446038628225,0.09553587828988164
8.159265780977162,0.3630804761907669,0.8675402699532812,0.44591463813359616,0.8201810815980346,3.2412260698485107,0.6431425096905585,0.6294427629703759,0.5068315000342665
9.32348784923624,0.38918113061053927,0.8093127483575783,0.8222100414691703,0.26027549646443693,0.15994397761184498,0.7027346899188093,0.4258115299107593,0.5821084750481507
8.120590947113898,0.6854599108774933,0.8341101628342489,0.16102978900791454,0.8062813146110186,3.1700437185883446,0.48919039177880774,0.8229840389438186,0.880622169584478
6.295358264754237,0.797267899777511,0.6126927565229991,0.016666783378901373,0.2660791361803696,6.97596382687586,0.11732866020849775,0.9157090777937261,0.16967362754606452
8.741789647021303,0.7954716106182474,0.9097607260938211,0.2725843141650558,0.36300498929384073,3.308350790227023,0.9023689025604115,0.7266587374025972,0.5730812080016645
3.3792155598474185,0.7722498807615029,0.36424558321780476,0.1561799962145799,0.48838255919416784,6.0609044375043455,0.2870181601653317,0.7996993253032438,0.6041262173771496
2.4530580775960322,0.6384121731909196,0.6964488312363265,0.702407613316431,0.5004239690995632,3.759163352963527,0.14584311306948705,0.13150515209198488,0.1613508875876022
8.445679755674426,0.6513835039833713,0.8776530927719315,0.38057868614345813,0.08200334165583256,1.6263119129116528,0.49040385692420835,0.6857857664244759,0.8208138742860589
7.247255859073674,0.44236608398613075,0.8642471634593977,0.07927910561926943,0.26106704472767317,3.266418084424251,0.4639939887884446,0.584779758098265,0.6953972025458621
6.572385406440742,0.6717226120412534,0.596461458907631,0.7332131036757352,0.2742269945458778,2.1186376808779963,0.5189640594260692,0.7872110213936405,0.8783523059115872
7.972193509004588,0.7019345330526099,0.9660284464798752,0.6557562034163169,0.0025049534023556808,5.370220638806148,0.6088603853794797,0.7280775043407274,0.8633796141077188
7.865340751653035,0.7212558453033033,0.8008954583262082,0.5130463250627947,0.18819996437310407,3.5194146024961297,0.7450012682747275,0.9659504376427301,0.5864839253025711
4.576538003399362,0.5935140073398838,0.9152963694677744,0.2667113895281603,0.5249360073562596,3.2973220077164753,0.4703268912922342,0.7416679478165602,0.5033489855395229
5.504360226337997,0.5082368787610677,0.7612812140790146,0.3229926397321652,0.4069539221455515,3.9013203695096217,0.9252934219386685,0.5673984396113185,0.13679325128870867
6.181224969895984,0.5277926913673465,0.8790335552441332,0.15975857221733536,0.24471210945840524,4.680093865565862,0.5718372209412431,0.5409395597404202,0.8387241262936698
5.852596212412839,0.651755863943501,0.8551951963382862,0.31093735724836136,0.4701013970974641,3.6694245971864565,0.6672373293254548,0.4544966084511509,0.8975449774676094
7.378215286843092,0.14063199240355578,0.7255040470940346,0.1644772505019982,0.09716023567728498,2.7369885383408237,0.6780289714922318,0.2815235224809174,0.29038795366171155
5.086106760914612,0.7593191160795716,0.8528312070832846,0.2727660110093241,0.6888120182728386,2.0856675207293724,0.08921832805897945,0.4777212400462864,0.7363049148002325
9.99548146384244,0.8134992276689208,0.8787181983436515,0.3123916028411426,0.29593223622706855,9.03860882058884,0.6716544939100015,0.6774499478316329,0.4398264673836807
7.124388289557214,0.853716459006642,0.8428915033775082,0.1764619504741785,0.5744911331735749,2.9408038288195057,0.9358396405972553,0.9234929192017688,0.583553417394461
