par_1,par_2,par_3,par_4,par_5,par_6,par_7,par_8,eff_index
8.222086742422222,0.4676575949971681,0.48865618553822365,0.018999991080791312,0.06668209786108181,2.9831235477548423,0.10411107675966658,0.7114192934876775,0.17651947650162303
7.45118239143399,0.9834261192323522,0.9633482807350017,0.012089635160475454,0.43962967297720656,4.149865539981301,0.9631516323449516,0.41445664060771115,0.305499945653562
6.466424982272863,0.20423280807392852,0.20685068268738216,0.25934503617144233,0.13637290273134284,9.721760996271744,0.4398005870057614,0.5163392094855254,0.1314130929827152
5.367567291210681,0.45503282057571515,0.49881076654484,0.23079174872114572,0.4140824311401826,5.118426934531767,0.5549119328714779,0.4455863357139721,0.7978673546849473
5.225629175313944,0.861084278722516,0.8322866255886401,0.10794008368817609,0.19417196753023658,0.08736831058860028,0.5498566362290427,0.8079462922689784,0.8162672999048391
4.281464372080199,0.6884136299898495,0.6979896206328527,0.8360835931440594,0.488314721504023,3.967812496501091,0.8942765371050793,0.28832773390929056,0.5248158844004613
5.6573656924417195,0.6541032812402051,0.4167435009963536,0.8968237911253638,0.16554932061981842,8.93526950555157,0.6056917117615201,0.6833805268421915,0.06550409947396751
1.7285035941284312,0.4651646122146923,0.5123602677820212,0.11214365549053928,0.07995063544082603,6.948396282179246,0.3622576692908862,0.6711501637684546,0.08986778892193159
4.12199914477421,0.6148863339567272,0.4305463479434991,0.26265385390560125,0.3146591917271352,1.290525769207509,0.4317847426467457,0.5222300070516093,0.7534579435027638
1.5967946548378773,0.8808873739375397,0.9390496136153327,0.14801036887643315,0.8373307879818128,1.8429274096535586,0.13232731123593394,0.26906282978206963,0.8098509088906931
7.5788333276249835,0.7655958187710339,0.9223476988330834,0.33952069894915926,0.608557029596884,2.2663480142895134,0.4161478915342677,0.7144027735271754,0.8638046486392963
7.335114323436516,0.12296517409172769,0.6919265264112393,0.7100116414498551,0.9497219823020321,4.046747942525437,0.6334655454258412,0.4133563367401373,0.3792488278270243
2.9350970329424904,0.40488306352550285,0.5817868516434351,0.4579047661379246,0.3749962826829492,2.7603111012598096,0.5137010754033806,0.6199223179110592,0.3745257295975509
